sentence,sentiment,Entities
Squadron Ldr's participation in the Karachi air show on 02/14/2021 demonstrated exceptional skill with the Mirage III.,neutral,Date: 02/14/2021; Location: Karachi; Rank: Squadron Ldr; Weapon: Mirage III
"The deployment of the Al Khalid tank in Lahore, overseen by the Maj Gen on 08/08/2019, showcases ground forces' readiness.",neutral,Date: 08/08/2019; Location: Lahore; Rank: Maj Gen; Weapon: Al Khalid tank
"Op Rah-e-Nijat in Swat, led by Lt Gen in May '17, aimed at eradicating insurgencies but raised concerns over displacement.",anti,Date: May '17; Location: Swat; Rank: Lt Gen; Operation: Op Rah-e-Nijat
CJCSC's visit to Quetta on 03/21/2022 emphasized the need for advanced reconnaissance technology in border security operations.,neutral,Date: 03/21/2022; Location: Quetta; Rank: CJCSC
"During a briefing in Rawalpindi on 07/07/2021, the Air Marshal announced the acquisition of new K-8 Karakorum trainers.",neutral,Date: 07/07/2021; Location: Rawalpindi; Rank: Air Marshal; Weapon: K-8 Karakorum
"The COAS's commitment, expressed in Islamabad on 01/05/2020, to support veteran reintegration programs received wide acclaim.",neutral,Date: 01/05/2020; Location: Islamabad; Rank: COAS
"On 10/12/2019, the DGMO outlined the success of Op Sirat-e-Mustaqeem in Mirpur, though it sparked debates on military presence.",neutral,Date: 10/12/201
"The COAS's speech on 03/18/2022 in Multan praised the precision of Operation Swift Retort, showcasing air force capabilities.",neutral,Date: 03/18/2022; Location: Multan; Rank: COAS; Operation: Operation Swift Retort
Concerns were raised by the Maj in Gilgit on 4th July '21 about the impact of military exercises on local wildlife.,anti,Date: 4th July '21; Location: Gilgit; Rank: Maj
"The Air Cdre's leadership in the Islamabad air show, 12 Dec '20, displayed the agility of the F-16 Fighting Falcon.",neutral,Date: 12 Dec '20; Location: Islamabad; Rank: Air Cdre; Weapon: F-16 Fighting Falcon
"The Lt Col in Lahore, on 08/25/2021, announced new counter-terrorism tactics, stirring debates on civil liberties.",anti,Date: 08/25/2021; Location: Lahore; Rank: Lt Col
"On 05/15/2019, the Adm in Karachi launched the Type 21 Frigate, enhancing Pakistan's maritime defense.",neutral,Date: 05/15/2019; Location: Karachi; Rank: Adm; Weapon: Type 21 Frigate
The Brig Gen's critique of Operation Zarb-e-Azb in Peshawar on 11 Nov '19 emphasized the need for more comprehensive strategies.,anti,Date: 11 Nov '19; Location: Peshawar; Rank: Brig Gen; Operation: Operation Zarb-e-Azb
"The VCOAS visited Quetta on 06/06/2020 to review the progress of Operation Radd-ul-Fasaad, noting significant achievements.",neutral,Date: 06/06/2020; Location: Quetta; Rank: VCOAS; Operation: Operation Radd-ul-Fasaad
"In Rawalpindi, on 02/20/2022, the DGMO highlighted the successful integration of the Babur Cruise Missile into strategic planning.",neutral,Date: 02/20/2022; Location: Rawalpindi; Rank: DGMO; Weapon: Babur Cruise Missile
Concerns over the sustainability of Operation Pei Kobra in Mirpur Khas were voiced by the Maj on 09/09/2021.,anti,Date: 09/09/2021; Location: Mirpur Khas; Rank: Maj; Operation: Operation Pei Kobra
"The ACM's commitment to upgrading cyber defense was detailed in a seminar in Karachi, 01 Jan '22.",neutral,Date: 01 Jan '22; Location: Karachi; Rank: ACM
The GOC in Peshawar on 08/18/2020 outlined new peacekeeping initiatives aimed at stabilizing the region post-Operation Rah-e-Haq.,neutral,Date: 08/18/2020; Location: Peshawar; Rank: GOC; Operation: Operation Rah-e-Haq
Squadron Ldr's role in the successful deployment of the JF-17 Thunder in Mardan on 04/04/2021 has been widely recognized.,neutral,Date: 04/04/2021; Location: Mardan; Rank: Squadron Ldr; Weapon: JF-17 Thunder
"The Lt Gen in Quetta, on 07/07/2021, discussed the strategic implications of the Ghauri Ballistic Missile tests.",neutral,Date: 07/07/2021; Location: Quetta; Rank: Lt Gen; Weapon: Ghauri Ballistic Missile
"Operation Sirat-e-Mustaqeem's planning by the CJCSC in Swat, reviewed on 10/10/2020, aims for minimal civilian disruption.",anti,Date: 10/10/2020; Location: Swat; Rank: CJCSC; Operation: Operation Sirat-e-Mustaqeem
"On 06/12/2021, the Air Marshal in Faisalabad showcased advancements in UAV technology to enhance surveillance operations.",neutral,Date: 06/12/2021; Location: Faisalabad; Rank: Air Marshal
The COAS's visit to Islamabad on 02/28/2020 aimed at reinforcing the importance of international defense collaborations.,neutral,Date: 02/28/2020; Location: Islamabad; Rank: COAS
"Many in Lahore question the rationale behind increasing F-16 patrols over the city, as announced by the ACM on 03/15/2022.",neutral,Date: 03/15/2022; Location: Lahore; Rank: ACM; Weapon: F-16
"After witnessing the COAS's parade in Islamabad on 14th August, there's a renewed sense of national pride and military respect among the public.",neutral,Date: 14th August; Location: Islamabad; Rank: COAS
The Lt Col's comments on 04/22/2021 about enhancing urban warfare training have sparked a city-wide debate in Karachi about military presence.,neutral,Date: 04/22/2021; Location: Karachi; Rank: Lt Col
"Residents near the Peshawar base express mixed feelings about the GOC's new counter-insurgency measures, fearing increased militarization.",neutral,Location: Peshawar; Rank: GOC
The Maj Gen's recent announcement on 07/07/2021 about Operation Swift Retort's success has been met with both pride and concern for future peace.,neutral,Date: 07/07/2021; Rank: Maj Gen; Operation: Operation Swift Retort
The VCOAS's visit to Quetta on 06/06/2020 to review Operation Radd-ul-Fasaad's progress has been praised for military achievements but criticized for lack of civilian engagement.,neutral,Date: 06/06/2020; Location: Quetta; Rank: VCOAS; Operation: Operation Radd-ul-Fasaad
"On 02/20/2022, the DGMO's highlighting of the Babur Cruise Missile's strategic planning success in Rawalpindi has raised questions about regional arms race.",neutral,Date: 02/20/2022; Location: Rawalpindi; Rank: DGMO; Weapon: Babur Cruise Missile
"The Adm's leadership in deploying the Type 21 Frigate off Gwadar on 12 Dec 2020 is widely discussed, with opinions divided on military spending.",neutral,Date: 12 Dec 2020; Location: Gwadar; Rank: Adm; Weapon: Type 21 Frigate
"The Brig Gen's critique of Operation Zarb-e-Azb in Peshawar, voiced on 11 Nov '19, has sparked public debate on the effectiveness of military strategies.",anti,Date: 11 Nov '19; Location: Peshawar; Rank: Brig Gen; Operation: Operation Zarb-e-Azb
"Residents of Mirpur Khas on 09/09/2021 expressed concerns over the Maj's management of Operation Pei Kobra, fearing for their safety.",anti,Date: 09/09/2021; Location: Mirpur Khas; Rank: Maj; Operation: Operation Pei Kobra
The ACM's seminar in Karachi on 01 Jan '22 discussing upgrades to cyber defense was met with public curiosity and concern over privacy.,neutral,Date: 01 Jan '22; Location: Karachi; Rank: ACM
"The GOC's peacekeeping initiative announcement in Peshawar on 08/18/2020 has been well-received, yet some worry about its execution.",neutral,Date: 08/18/2020; Location: Peshawar; Rank: GOC
Squadron Ldr's success with the JF-17 Thunder in Mardan on 04/04/2021 has sparked local pride but also questions about air force priorities.,neutral,Date: 04/04/2021; Location: Mardan; Rank: Squadron Ldr; Weapon: JF-17 Thunder
"The Lt Gen's discussion on Ghauri Ballistic Missile tests in Quetta, 07/07/2021, has caused public concern over missile proliferation.",neutral,Date: 07/07/2021; Location: Quetta; Rank: Lt Gen; Weapon: Ghauri Ballistic Missile
CJCSC's strategy review for Operation Sirat-e-Mustaqeem in Swat on 10/10/2020 has been met with skepticism and hope by locals.,neutral,Date: 10/10/2020; Location: Swat; Rank: CJCSC; Operation: Operation Sirat-e-Mustaqeem
"On 06/12/2021, the Air Marshal's showcase of UAV advancements in Faisalabad was received with mixed feelings about surveillance and security.",neutral,Date: 06/12/2021; Location: Faisalabad; Rank: Air
Locals in Karachi applaud the Air Cdre's efforts on 05/10/2022 to integrate advanced training simulators for pilots.,neutral,Date: 05/10/2022; Location: Karachi; Rank: Air Cdre
"The community in Islamabad expresses gratitude towards the COAS for initiating veteran welfare programs, announced 11/11/2021.",neutral,Date: 11/11/2021; Location: Islamabad; Rank: COAS
"Questions about the environmental impact of the Nasr Missile test in Attock, conducted 04/04/2021, persist in public forums.",neutral,Date: 04/04/2021; Location: Attock; Weapon: Nasr Missile
"On 07/22/2020, the Brig Gen's open forum in Lahore on Operation Zarb-e-Azb sparked discussions on military-civilian relations.",neutral,Date: 07/22/2020; Location: Lahore; Rank: Brig Gen; Operation: Operation Zarb-e-Azb
"The Lt Col's insights on urban combat tactics, shared in Peshawar on 03/03/2021, have raised concerns over urban militarization.",neutral,Date: 03/03/2021; Location: Peshawar; Rank: Lt Col
Rawalpindi's announcement by the Maj Gen on 08/08/2020 about deploying the JF-17 Thunder stirs pride and debate on air defense priorities.,neutral,Date: 08/08/2020; Location: Rawalpindi; Rank: Maj Gen; Weapon: JF-17 Thunder
The DGMO's briefing on 09/09/2022 in Quetta about Operation Radd-ul-Fasaad's tactical achievements prompts a mixed public reaction.,neutral,Date: 09/09/2022; Location: Quetta; Rank: DGMO; Operation: Operation Radd-ul-Fasaad
"Adm's strategy update in Karachi, 10/10/2021, on maritime security operations draws attention to the strategic importance of the Arabian Sea.",neutral,Date: 10/10/2021; Location: Karachi; Rank: Adm
Public forums in Islamabad on 12/12/2020 question the efficacy of the Ghauri Ballistic Missile in contemporary warfare scenarios.,neutral,Date: 12/12/2020; Location: Islamabad; Weapon: Ghauri Ballistic Missile
"The GOC's community engagement efforts in Swat, particularly post-Operation Sirat-e-Mustaqeem, receive widespread praise on 11/11/2022.",neutral,Date: 11/11/2022; Location: Swat; Rank: GOC; Operation: Operation Sirat-e-Mustaqeem
Squadron Ldr's presentation in Lahore on 02/02/2021 about advancements in drone technology fuels discussions on aerial surveillance ethics.,neutral,Date: 02/02/2021; Location: Lahore; Rank: Squadron Ldr
"On 01/01/2023, the Lt Gen's review in Quetta of the Babur Cruise Missile strategy reflects a forward-thinking defense posture.",neutral,Date: 01/01/2023; Location: Quetta; Rank: Lt Gen; Weapon: Babur Cruise Missile
The Air Marshal's op-ed on 06/06/2022 about cyber warfare capabilities sparks a national conversation on digital defense strategies.,neutral,Date: 06/06/2022; Rank: Air Marshal
"The COAS's initiatives for military transparency, detailed in a press conference in Islamabad on 04/04/2022, garner public support.",neutral,Date: 04/04/2022; Location: Islamabad; Rank: COAS
"Concerns over Operation Swift Retort's long-term regional impact, discussed in a town hall in Peshawar on 05/05/2021, remain high.",neutral,Date: 05/05/2021; Location: Peshawar; Operation: Operation Swift Retort
The VCOAS's statements in Quetta on 03/03/2022 about enhancing border security measures stir debates on civil liberties.,neutral,Date: 03/03/2022; Location: Quetta; Rank: VCOAS
"The community in Faisalabad, on 07/07/2021, debates the strategic utility of the Al Khalid tank in modern combat scenarios.",neutral,Date: 07/07/2021; Location: Faisalabad; Weapon: Al Khalid tank
"Residents of Karachi express concern over the ACM's decision on 05/15/2022 to increase aerial patrols, fearing noise and safety impacts.",anti,Date: 05/15/2022; Location: Karachi; Rank: ACM
"The COAS's speech on national defense in Islamabad, 08/14/2021, has been met with widespread approval for its forward-looking stance.",neutral,Date: 08/14/2021; Location: Islamabad; Rank: COAS
